,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
2368,Speranza,A113,2009.0,Benzine,Manual,Hatchback,1300.0,1
2350,Skoda,Superb,2021.0,Benzine,Automatic,Sedan,2000.0,1
2348,Skoda,Superb,2019.0,Benzine,Automatic,Sedan,1400.0,1
2347,Skoda,Superb,2018.0,Benzine,Automatic,Sedan,1400.0,1
2346,Skoda,Superb,2014.0,Benzine,Automatic,Sedan,1400.0,1
2345,Skoda,Superb,2010.0,Benzine,Manual,Sedan,1400.0,1
2344,Skoda,Roomster,2009.0,Benzine,Manual,SUV,1600.0,1
2343,Skoda,Rapid,2016.0,Benzine,Automatic,Sedan,1600.0,1
2342,Skoda,Rapid,2015.0,Benzine,Automatic,Hatchback,1600.0,1
2341,Skoda,Other,1999.0,Benzine,Automatic,Sedan,1600.0,1
2339,Skoda,Octavia,2024.0,Benzine,Automatic,Sedan,2000.0,1
2338,Skoda,Octavia,2024.0,Benzine,Automatic,Sedan,1400.0,1
2337,Skoda,Octavia,2022.0,Benzine,Automatic,Sedan,2000.0,1
2336,Skoda,Octavia,2022.0,Benzine,Automatic,Sedan,1600.0,1
2335,Skoda,Octavia,2022.0,Benzine,Automatic,Sedan,1400.0,1
2332,Skoda,Octavia,2020.0,Benzine,Automatic,Sedan,1600.0,1
2331,Skoda,Octavia,2018.0,Benzine,Automatic,Sedan,1600.0,1
2329,Skoda,Octavia,2016.0,Benzine,Automatic,Sedan,1599.0,1
2369,Speranza,A113,2009.0,Benzine,Manual,Hatchback,1600.0,1
2373,Speranza,A113,2013.0,Benzine,Manual,Hatchback,1300.0,1
2417,Suzuki,Alto,2007.0,Benzine,Manual,Hatchback,800.0,1
2408,Ssang Yong,Tivoli XLV,2019.0,Benzine,Automatic,Estate,1600.0,1
2402,Speranza,Tiggo,2010.0,Benzine,Manual,SUV,1600.0,1
2403,Speranza,Tiggo,2012.0,Benzine,Manual,Hatchback,1600.0,1
2404,Speranza,Tiggo,2019.0,Benzine,Automatic,SUV,1600.0,1
2405,Speranza,Tiggo,2021.0,Benzine,Automatic,Hatchback,1600.0,1
2406,Ssang Yong,Tivoli,2019.0,Benzine,Automatic,Hatchback,1600.0,1
2407,Ssang Yong,Tivoli,2022.0,Benzine,Automatic,Hatchback,1500.0,1
2410,Ssang Yong,Tivoli XLV,2024.0,Benzine,Automatic,SUV,1600.0,1
2374,Speranza,A113,2015.0,Benzine,Manual,Hatchback,1300.0,1
2411,Ssang Yong,Torres,2025.0,Benzine,Automatic,SUV,1500.0,1
2412,Subaru,Impreza,2005.0,Benzine,Automatic,Sedan,1600.0,1
2413,Subaru,Impreza,2009.0,Benzine,Automatic,Sedan,1500.0,1
2414,Subaru,XV,2014.0,Benzine,Automatic,SUV,1600.0,1
2415,Subaru,XV,2016.0,Benzine,Automatic,SUV,1600.0,1
2416,Subaru,XV,2018.0,Benzine,Automatic,SUV,1600.0,1
2401,Speranza,Tiggo,2010.0,Benzine,Automatic,4X4,2000.0,1
2400,Speranza,M12,2014.0,Benzine,Manual,Hatchback,1600.0,1
2397,Speranza,M11,2010.0,Natural Gas,Manual,Sedan,1600.0,1
2396,Speranza,M11,2010.0,Benzine,Manual,Sedan,1600.0,1
2395,Speranza,Envy,2018.0,Benzine,Manual,Sedan,1600.0,1
2393,Speranza,A620,2012.0,Diesel,Automatic,Sedan,2000.0,1
2392,Speranza,A620,2010.0,Natural Gas,Automatic,Sedan,2000.0,1
2391,Speranza,A620,2009.0,Natural Gas,Automatic,Sedan,2000.0,1
2388,Speranza,A620,2007.0,Benzine,Automatic,Sedan,1600.0,1
2387,Speranza,A516,2012.0,Benzine,Manual,Sedan,1600.0,1
2386,Speranza,A516,2011.0,Benzine,Manual,Sedan,1600.0,1
2385,Speranza,A516,2010.0,Natural Gas,Manual,Sedan,1800.0,1
2383,Speranza,A516,2009.0,Natural Gas,Manual,Sedan,1600.0,1
2381,Speranza,A516,2009.0,Benzine,Automatic,Sedan,1600.0,1
2380,Speranza,A516,2008.0,Natural Gas,Manual,Sedan,1600.0,1
2378,Speranza,A516,2008.0,Benzine,Automatic,Sedan,1600.0,1
2376,Speranza,A213,2010.0,Benzine,Manual,Sedan,2000.0,1
2500,Toyota,Camry,1998.0,Benzine,Automatic,Sedan,2200.0,1
2501,Toyota,Camry,2000.0,Benzine,Automatic,Hatchback,2000.0,1
2502,Toyota,Corolla,1980.0,Benzine,Manual,Sedan,1600.0,1
2627,Volkswagen,Passat,2006.0,Benzine,Automatic,Sedan,2000.0,1
2616,Volkswagen,ID6,2022.0,Electric,Automatic,SUV,200.0,1
2617,Volkswagen,ID6,2023.0,Electric,Automatic,SUV,225.0,1
2618,Volkswagen,ID6,2023.0,Electric,Automatic,SUV,2000.0,1
2619,Volkswagen,Jetta,2007.0,Benzine,Automatic,Sedan,2000.0,1
2624,Volkswagen,Jetta,2017.0,Benzine,Automatic,Sedan,1600.0,1
2625,Volkswagen,Passat,1999.0,Natural Gas,Manual,Sedan,1800.0,1
2629,Volkswagen,Passat,2007.0,Benzine,Automatic,Sedan,2000.0,1
2643,Volkswagen,Polo,1999.0,Benzine,Manual,Hatchback,1600.0,1
2630,Volkswagen,Passat,2009.0,Benzine,Automatic,Sedan,1400.0,1
2631,Volkswagen,Passat,2011.0,Benzine,Automatic,Sedan,1400.0,1
2632,Volkswagen,Passat,2012.0,Benzine,Automatic,Sedan,1400.0,1
2633,Volkswagen,Passat,2017.0,Benzine,Automatic,Sedan,1400.0,1
2634,Volkswagen,Passat,2019.0,Benzine,Automatic,Sedan,1400.0,1
2637,Volkswagen,Passat,2023.0,Benzine,Automatic,Sedan,1400.0,1
2615,Volkswagen,ID4,2023.0,Electric,Automatic,SUV,150.0,1
2614,Volkswagen,Golf R,2017.0,Benzine,Automatic,Hatchback,1400.0,1
2613,Volkswagen,Golf,2024.0,Benzine,Automatic,Hatchback,1600.0,1
2612,Volkswagen,Golf,2019.0,Benzine,Automatic,Hatchback,1200.0,1
2611,Volkswagen,Golf,2017.0,Benzine,Automatic,Hatchback,1200.0,1
2610,Volkswagen,Golf,2015.0,Benzine,Automatic,Hatchback,1400.0,1
2609,Volkswagen,Golf,2010.0,Benzine,Automatic,Hatchback,1400.0,1
2606,Volkswagen,Golf,2000.0,Benzine,Automatic,Hatchback,2000.0,1
2605,Volkswagen,Golf,1999.0,Benzine,Automatic,Hatchback,1400.0,1
2604,Volkswagen,Golf,1998.0,Benzine,Manual,Hatchback,2000.0,1
2603,Volkswagen,Golf,1997.0,Benzine,Manual,Hatchback,1600.0,1
2602,Volkswagen,Golf,1994.0,Benzine,Manual,Hatchback,1600.0,1
2601,Volkswagen,Golf,1992.0,Diesel,Manual,Hatchback,1800.0,1
2600,Volkswagen,Golf,1992.0,Benzine,Manual,Hatchback,1600.0,1
2599,Volkswagen,Golf,1992.0,Benzine,Automatic,Hatchback,1800.0,1
2596,Volkswagen,Golf,1989.0,Benzine,Automatic,Hatchback,2000.0,1
2595,Volkswagen,Golf,1987.0,Hybrid,Manual,Sedan,1600.0,1
2639,Volkswagen,Pointer,2005.0,Benzine,Manual,Hatchback,1600.0,1
2646,Volkswagen,Polo,2001.0,Benzine,Manual,Hatchback,1600.0,1
2504,Toyota,Corolla,1984.0,Benzine,Manual,Sedan,1400.0,1
2679,Volvo,s60,2018.0,Benzine,Automatic,Sedan,1600.0,1
2673,Volvo,940,1992.0,Benzine,Automatic,Sedan,2000.0,1
2674,Volvo,940,1993.0,Benzine,Automatic,Hatchback,2000.0,1
2675,Volvo,XC40,2022.0,Benzine,Automatic,SUV,2000.0,1
2676,Volvo,XC40,2024.0,Benzine,Automatic,MPV,1500.0,1
2677,Volvo,XC40 Recharge,2026.0,Electric,Automatic,Sedan,2000.0,1
2678,Volvo,XC60,2020.0,Benzine,Automatic,SUV,2000.0,1
2680,Xiaomi,SU7,2025.0,Electric,Automatic,Sedan,101.0,1
2648,Volkswagen,Polo,2004.0,Benzine,Automatic,Hatchback,1400.0,1
2681,Xiaomi,YU7,2025.0,Electric,Automatic,SUV,100.0,1
2682,Xiaomi,YU7,2025.0,Electric,Automatic,SUV,760.0,1
2683,Xiaomi,YU7,2025.0,Electric,Automatic,SUV,1000.0,1
2684,Zeekr,7X,2025.0,Electric,Automatic,SUV,310.0,1
2685,Zotye,Explosion,2008.0,Benzine,Manual,SUV,1300.0,1
2686,Zotye,Explosion,2008.0,Benzine,Manual,SUV,1600.0,1
2672,Volvo,940,1991.0,Benzine,Automatic,Sedan,2000.0,1
2670,Volkswagen,Tiguan,2026.0,Benzine,Automatic,Hatchback,1400.0,1
2669,Volkswagen,Tiguan,2026.0,Benzine,Automatic,Estate,1400.0,1
2668,Volkswagen,Tiguan,2025.0,Benzine,Automatic,SUV,1600.0,1
2666,Volkswagen,Tiguan,2025.0,Benzine,Automatic,Hatchback,1500.0,1
2665,Volkswagen,Tiguan,2025.0,Benzine,Automatic,Hatchback,1400.0,1
2663,Volkswagen,Tiguan,2024.0,Benzine,Automatic,Hatchback,1400.0,1
2661,Volkswagen,Tiguan,2021.0,Benzine,Automatic,SUV,1400.0,1
2660,Volkswagen,Tiguan,2021.0,Benzine,Automatic,Estate,1400.0,1
2658,Volkswagen,Tiguan,2018.0,Benzine,Automatic,SUV,1400.0,1
2657,Volkswagen,Tiguan,2018.0,Benzine,Automatic,MPV,1400.0,1
2656,Volkswagen,Tiguan,2018.0,Benzine,Automatic,Hatchback,1600.0,1
2655,Volkswagen,Tiguan,2017.0,Benzine,Automatic,SUV,1400.0,1
2653,Volkswagen,Tayron,2026.0,Benzine,Automatic,4X4,1400.0,1
2652,Volkswagen,T-Roc,2026.0,Benzine,Automatic,SUV,1400.0,1
2651,Volkswagen,Polo,2009.0,Benzine,Manual,Sedan,1400.0,1
2650,Volkswagen,Polo,2005.0,Benzine,Manual,Hatchback,1400.0,1
2594,Volkswagen,Golf,1986.0,Benzine,Manual,Hatchback,1800.0,1
2593,Volkswagen,Golf,1986.0,Benzine,Manual,Hatchback,1600.0,1
2592,Volkswagen,Eos,2008.0,Benzine,Manual,Convertible,1600.0,1
2538,Toyota,Fortuner,2022.0,Benzine,Automatic,4X4,4000.0,1
2532,Toyota,Cressida,1982.0,Benzine,Manual,Sedan,2000.0,1
2533,Toyota,Cressida,1984.0,Benzine,Manual,Sedan,2000.0,1
2534,Toyota,Echo,2003.0,Benzine,Manual,Hatchback,1300.0,1
2535,Toyota,Fortuner,2016.0,Benzine,Automatic,SUV,4000.0,1
2536,Toyota,Fortuner,2017.0,Benzine,Automatic,4X4,2700.0,1
2537,Toyota,Fortuner,2019.0,Benzine,Automatic,4X4,4000.0,1
2539,Toyota,Fortuner,2023.0,Benzine,Automatic,4X4,4000.0,1
2591,Volkswagen,E Golf,1985.0,Benzine,Manual,Hatchback,1300.0,1
2542,Toyota,Hilux,2011.0,Diesel,Manual,Pickup,2700.0,1
2543,Toyota,Hilux,2025.0,Benzine,Automatic,Pickup,2400.0,1
2544,Toyota,Land Cruiser,2015.0,Benzine,Automatic,Estate,5700.0,1
2545,Toyota,Land Cruiser,2020.0,Benzine,Automatic,Pickup,4000.0,1
2546,Toyota,Land Cruiser,2022.0,Benzine,Automatic,SUV,4000.0,1
2547,Toyota,Land Cruiser,2024.0,Benzine,Automatic,4X4,4000.0,1
2531,Toyota,Corona,1985.0,Benzine,Manual,Sedan,1600.0,1
2530,Toyota,Corona,1979.0,Benzine,Manual,Sedan,2000.0,1
2528,Toyota,Corolla,2025.0,Benzine,Automatic,Sedan,1600.0,1
2524,Toyota,Corolla,2022.0,Benzine,Automatic,Sedan,1500.0,1
2522,Toyota,Corolla,2020.0,Benzine,Automatic,Sedan,1600.0,1
2520,Toyota,Corolla,2017.0,Benzine,Automatic,Sedan,1600.0,1
2518,Toyota,Corolla,2014.0,Benzine,Automatic,Sedan,1600.0,1
2516,Toyota,Corolla,2011.0,Benzine,Automatic,Sedan,1600.0,1
2514,Toyota,Corolla,2009.0,Benzine,Automatic,Sedan,1600.0,1
2513,Toyota,Corolla,2008.0,Benzine,Automatic,Sedan,1600.0,1
2512,Toyota,Corolla,2007.0,Benzine,Automatic,Sedan,1600.0,1
2511,Toyota,Corolla,2006.0,Benzine,Automatic,Sedan,1600.0,1
2510,Toyota,Corolla,2006.0,Benzine,Automatic,Hatchback,1300.0,1
2509,Toyota,Corolla,2004.0,Benzine,Automatic,Sedan,1300.0,1
2508,Toyota,Corolla,1999.0,Benzine,Manual,Sedan,1300.0,1
2506,Toyota,Corolla,1997.0,Benzine,Automatic,Sedan,1300.0,1
2505,Toyota,Corolla,1993.0,Benzine,Automatic,Sedan,1600.0,1
2550,Toyota,Land Cruiser,2026.0,Benzine,Automatic,4X4,3500.0,1
2551,Toyota,Land Cruiser 70,2025.0,Benzine,Automatic,4X4,4000.0,1
2552,Toyota,Other,2025.0,Electric,Automatic,SUV,520.0,1
2575,Volkswagen,Beetle,1971.0,Benzine,Manual,Hatchback,1300.0,1
2590,Volkswagen,CrossFox,2007.0,Benzine,Manual,Hatchback,1600.0,1
2589,Volkswagen,Caddy,2019.0,Benzine,Automatic,MPV,1400.0,1
2588,Volkswagen,Caddy,2009.0,Benzine,Manual,MPV,2000.0,1
2587,Volkswagen,Caddy,2002.0,Natural Gas,Manual,Van / Bus,1600.0,1
2586,Volkswagen,Bora,2002.0,Benzine,Manual,Sports / Coupe,1800.0,1
2585,Volkswagen,Bora,2000.0,Benzine,Automatic,Sedan,1600.0,1
2584,Volkswagen,Beetle,2005.0,Benzine,Automatic,Convertible,2000.0,1
2583,Volkswagen,Beetle,1975.0,Benzine,Manual,Hatchback,1600.0,1
2581,Volkswagen,Beetle,1974.0,Benzine,Manual,Sports / Coupe,1300.0,1
2580,Volkswagen,Beetle,1974.0,Benzine,Manual,Hatchback,1500.0,1
2579,Volkswagen,Beetle,1973.0,Benzine,Manual,Sedan,1600.0,1
2578,Volkswagen,Beetle,1972.0,Benzine,Manual,Small city car,1300.0,1
2577,Volkswagen,Beetle,1972.0,Benzine,Manual,Sedan,1300.0,1
2576,Volkswagen,Beetle,1971.0,Benzine,Manual,Small city car,1300.0,1
2574,Volkswagen,Beetle,1970.0,Benzine,Manual,Sedan,1300.0,1
2553,Toyota,Prado,2013.0,Benzine,Automatic,4X4,4000.0,1
2573,Toyota,Yaris,2015.0,Benzine,Automatic,Sedan,1500.0,1
2572,Toyota,Yaris,2014.0,Benzine,Automatic,Sedan,1300.0,1
2571,Toyota,Yaris,2014.0,Benzine,Automatic,Hatchback,1500.0,1
2567,Toyota,Yaris,2008.0,Benzine,Automatic,Sedan,1200.0,1
2566,Toyota,Yaris,2007.0,Benzine,Manual,Sedan,1300.0,1
2563,Toyota,Yaris,2002.0,Benzine,Automatic,Hatchback,1500.0,1
2562,Toyota,Veloz,2023.0,Benzine,Automatic,MPV,1500.0,1
2560,Toyota,Urban Cruiser,2025.0,Benzine,Automatic,SUV,1500.0,1
2559,Toyota,Rush,2022.0,Benzine,Automatic,SUV,1500.0,1
2558,Toyota,Rush,2022.0,Benzine,Automatic,Estate,1500.0,1
2557,Toyota,Prius,2010.0,Hybrid,Automatic,Sedan,1800.0,1
2556,Toyota,Prado,2024.0,Benzine,Automatic,SUV,4000.0,1
2555,Toyota,Prado,2024.0,Benzine,Automatic,4X4,2400.0,1
2554,Toyota,Prado,2023.0,Benzine,Automatic,4X4,4000.0,1
2327,Skoda,Octavia,2011.0,Benzine,Automatic,Sedan,1600.0,1
2325,Skoda,Octavia,2007.0,Benzine,Manual,Sedan,1600.0,1
2324,Skoda,Octavia,2007.0,Benzine,Automatic,Sedan,1600.0,1
2062,Porsche,Cayenne,2020.0,Benzine,Automatic,Sports / Coupe,3000.0,1
2054,Peugeot,508,2021.0,Benzine,Automatic,Sedan,1600.0,1
2056,Porsche,911,2021.0,Benzine,Automatic,Sports / Coupe,3000.0,1
2057,Porsche,Boxster,2018.0,Benzine,Automatic,Convertible,2000.0,1
2059,Porsche,Boxster,2025.0,Benzine,Automatic,Convertible,2000.0,1
2060,Porsche,Carrera,2020.0,Benzine,Automatic,Sports / Coupe,3000.0,1
2061,Porsche,Cayenne,2020.0,Benzine,Automatic,SUV,3000.0,1
2063,Porsche,Cayenne,2021.0,Benzine,Automatic,SUV,3000.0,1
2075,Porsche,Cayman,2025.0,Benzine,Automatic,Sports / Coupe,2000.0,1
2064,Porsche,Cayenne,2022.0,Benzine,Automatic,Sports / Coupe,3000.0,1
2066,Porsche,Cayenne,2023.0,Benzine,Automatic,SUV,3000.0,1
2067,Porsche,Cayenne,2024.0,Benzine,Automatic,4X4,4000.0,1
2068,Porsche,Cayenne,2024.0,Benzine,Automatic,SUV,2900.0,1
2071,Porsche,Cayenne,2025.0,Benzine,Automatic,4X4,4000.0,1
2073,Porsche,Cayenne,2026.0,Hybrid,Automatic,SUV,3000.0,1
2053,Peugeot,508,2016.0,Benzine,Automatic,Sedan,1600.0,1
2052,Peugeot,508,2015.0,Benzine,Automatic,Sedan,1600.0,1
2050,Peugeot,504 SW,1979.0,Benzine,Manual,Hatchback,2000.0,1
2049,Peugeot,504 SW,1974.0,Benzine,Manual,Sedan,2000.0,1
2048,Peugeot,504,1979.0,Benzine,Manual,Sedan,2000.0,1
2047,Peugeot,504,1979.0,Benzine,Manual,Sedan,200.0,1
2046,Peugeot,504,1978.0,Benzine,Manual,MPV,1950.0,1
2045,Peugeot,504,1977.0,Benzine,Manual,Sedan,2000.0,1
2044,Peugeot,504,1973.0,Benzine,Manual,Estate,2000.0,1
2043,Peugeot,504,1900.0,Benzine,Manual,Sedan,1600.0,1
2041,Peugeot,5008,2022.0,Benzine,Automatic,Hatchback,1600.0,1
2038,Peugeot,5008,2011.0,Benzine,Automatic,SUV,1600.0,1
2036,Peugeot,407,2008.0,Benzine,Automatic,Sedan,3000.0,1
2035,Peugeot,407,2008.0,Benzine,Automatic,Sedan,2200.0,1
2033,Peugeot,406,2003.0,Benzine,Automatic,Sedan,2000.0,1
2032,Peugeot,406,2002.0,Benzine,Automatic,Sedan,2000.0,1
2031,Peugeot,406,1998.0,Benzine,Manual,Sedan,1800.0,1
2074,Porsche,Cayman,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,1
2076,Porsche,Macan,2021.0,Benzine,Automatic,SUV,2000.0,1
2118,Renault,Clio,2005.0,Benzine,Manual,Sedan,1600.0,1
2106,Renault,21,2021.0,Benzine,Automatic,Sedan,1600.0,1
2100,Proton,Wira,2006.0,Benzine,Manual,Sedan,1500.0,1
2101,ROX,01,2025.0,Electric,Automatic,SUV,4000.0,1
2102,ROX,01,2026.0,Benzine,Automatic,Estate,1500.0,1
2103,Renault,14,2014.0,Benzine,Manual,Hatchback,1600.0,1
2104,Renault,19,1991.0,Benzine,Manual,Hatchback,1400.0,1
2105,Renault,21,2021.0,Benzine,Automatic,Hatchback,1600.0,1
2107,Renault,9,1990.0,Benzine,Manual,Sedan,1300.0,1
2077,Porsche,Macan,2023.0,Benzine,Automatic,SUV,2000.0,1
2108,Renault,9,1999.0,Benzine,Manual,Sedan,1300.0,1
2109,Renault,Austral,2025.0,Benzine,Automatic,SUV,1300.0,1
2110,Renault,Captur,2019.0,Benzine,Automatic,SUV,1200.0,1
2111,Renault,Clio,1995.0,Benzine,Manual,Hatchback,1400.0,1
2114,Renault,Clio,2002.0,Diesel,Manual,Sedan,1200.0,1
2116,Renault,Clio,2003.0,Natural Gas,Manual,Sedan,1200.0,1
2099,Proton,Wira,2004.0,Diesel,Manual,Sedan,1300.0,1
2098,Proton,Wira,2000.0,Benzine,Manual,Sedan,1300.0,1
2095,Proton,Saga,2011.0,Benzine,Automatic,Sedan,1300.0,1
1504,Mercedes-Benz,A180,2021.0,Diesel,Automatic,Sedan,1300.0,1
2093,Proton,Saga,2010.0,Benzine,Automatic,Sedan,1600.0,1
2092,Proton,Preve,2019.0,Benzine,Automatic,Sedan,1600.0,1
2091,Proton,Persona,2015.0,Benzine,Automatic,Sedan,1600.0,1
2088,Proton,Gen-2,2013.0,Benzine,Automatic,Sedan,1600.0,1
2087,Proton,Gen-2,2012.0,Benzine,Automatic,Sedan,1600.0,1
2086,Proton,Gen-2,2009.0,Benzine,Automatic,Hatchback,1600.0,1
2085,Proton,Gen-2,2008.0,Benzine,Manual,Sedan,1600.0,1
2084,Proton,Gen-2,2007.0,Benzine,Automatic,Sports / Coupe,1600.0,1
2083,Proton,Gen-2,2007.0,Benzine,Automatic,Hatchback,1600.0,1
2082,Porsche,Taycan,2024.0,Electric,Automatic,MPV,240.0,1
2081,Porsche,Taycan,2022.0,Electric,Automatic,Other,300.0,1
2079,Porsche,Macan,2024.0,Benzine,Automatic,4X4,2000.0,1
2078,Porsche,Macan,2023.0,Benzine,Automatic,SUV,3000.0,1
2030,Peugeot,406,1998.0,Benzine,Manual,Sedan,1600.0,1
2029,Peugeot,405,2010.0,Benzine,Manual,Sedan,1600.0,1
2028,Peugeot,405,2009.0,Benzine,Manual,Sedan,1600.0,1
1976,Peugeot,2008,2020.0,Benzine,Automatic,SUV,1600.0,1
1966,Opel,Vectra,2000.0,Benzine,Manual,Sedan,1600.0,1
1967,Opel,Vectra,2001.0,Benzine,Automatic,Sedan,1600.0,1
1970,Opel,Vectra,2007.0,Benzine,Manual,Sedan,1600.0,1
1973,Other make,Other,2024.0,Benzine,Automatic,Other,1500.0,1
1974,Peugeot,2008,2015.0,Benzine,Automatic,SUV,1600.0,1
1975,Peugeot,2008,2018.0,Benzine,Automatic,SUV,1600.0,1
1978,Peugeot,2008,2022.0,Benzine,Automatic,Hatchback,1200.0,1
2026,Peugeot,405,2003.0,Benzine,Manual,Sedan,1600.0,1
1979,Peugeot,2008,2024.0,Benzine,Automatic,SUV,1400.0,1
1980,Peugeot,206,2000.0,Benzine,Manual,Hatchback,1400.0,1
1982,Peugeot,206,2002.0,Benzine,Manual,Hatchback,1100.0,1
1983,Peugeot,208,2015.0,Benzine,Automatic,Hatchback,1600.0,1
1984,Peugeot,208,2017.0,Benzine,Automatic,Hatchback,1600.0,1
1985,Peugeot,3008,2013.0,Benzine,Automatic,Hatchback,1600.0,1
1964,Opel,Vectra,2000.0,Benzine,Automatic,Sedan,1600.0,1
1962,Opel,Vectra,1999.0,Benzine,Automatic,Sedan,2000.0,1
1961,Opel,Vectra,1998.0,Benzine,Automatic,Sedan,2000.0,1
1959,Opel,Vectra,1997.0,Benzine,Automatic,Sedan,2000.0,1
1958,Opel,Vectra,1996.0,Natural Gas,Manual,Sedan,1600.0,1
1957,Opel,Vectra,1996.0,Natural Gas,Automatic,Sedan,2000.0,1
1955,Opel,Vectra,1995.0,Natural Gas,Manual,Sedan,1600.0,1
1954,Opel,Vectra,1995.0,Benzine,Manual,Sedan,2000.0,1
1953,Opel,Vectra,1995.0,Benzine,Manual,Sedan,1600.0,1
1952,Opel,Vectra,1995.0,Benzine,Automatic,Sedan,2000.0,1
1951,Opel,Vectra,1994.0,Benzine,Automatic,Sedan,2000.0,1
1950,Opel,Tigra,1997.0,Benzine,Manual,Sports / Coupe,1400.0,1
1949,Opel,Omega,1998.0,Benzine,Manual,Hatchback,2000.0,1
1948,Opel,Mokka,2026.0,Benzine,Automatic,Hatchback,1200.0,1
1947,Opel,Meriva,2016.0,Benzine,Automatic,Hatchback,1400.0,1
1946,Opel,Meriva,2015.0,Benzine,Automatic,Hatchback,1400.0,1
1944,Opel,Insignia,2019.0,Benzine,Automatic,Sedan,1500.0,1
1986,Peugeot,3008,2017.0,Benzine,Automatic,SUV,1600.0,1
1987,Peugeot,3008,2019.0,Benzine,Automatic,Hatchback,1600.0,1
1988,Peugeot,3008,2019.0,Benzine,Automatic,SUV,1600.0,1
2010,Peugeot,307 SW,2007.0,Benzine,Automatic,Hatchback,1600.0,1
2025,Peugeot,405,1999.0,Benzine,Manual,Sedan,1600.0,1
2024,Peugeot,405,1995.0,Diesel,Automatic,Sedan,1600.0,1
2023,Peugeot,405,1995.0,Benzine,Manual,Sedan,1600.0,1
2022,Peugeot,405,1994.0,Benzine,Manual,Sedan,1800.0,1
2021,Peugeot,405,1994.0,Benzine,Manual,Sedan,1600.0,1
2020,Peugeot,405,1993.0,Natural Gas,Manual,Sedan,1580.0,1
2018,Peugeot,405,1991.0,Benzine,Manual,Sedan,1600.0,1
2017,Peugeot,405,1989.0,Natural Gas,Manual,Sedan,1500.0,1
2016,Peugeot,405,1989.0,Benzine,Manual,Sedan,1600.0,1
2015,Peugeot,405,1988.0,Benzine,Automatic,Sedan,1800.0,1
2014,Peugeot,308 SW,2011.0,Benzine,Automatic,Hatchback,1600.0,1
2013,Peugeot,308 SW,2010.0,Benzine,Automatic,Hatchback,1600.0,1
2012,Peugeot,308,2009.0,Benzine,Automatic,Hatchback,1600.0,1
2011,Peugeot,307 SW,2007.0,Benzine,Automatic,Sedan,1600.0,1
2008,Peugeot,307 SW,2005.0,Benzine,Automatic,Estate,1600.0,1
1992,Peugeot,3008,2022.0,Diesel,Automatic,SUV,1600.0,1
2007,Peugeot,307,2008.0,Diesel,Automatic,Hatchback,1600.0,1
2006,Peugeot,307,2007.0,Natural Gas,Manual,Convertible,1600.0,1
2005,Peugeot,307,2007.0,Benzine,Manual,Hatchback,1600.0,1
2004,Peugeot,307,2007.0,Benzine,Automatic,Hatchback,1600.0,1
2003,Peugeot,307,2007.0,Benzine,Automatic,Hatchback,1599.0,1
2001,Peugeot,307,2005.0,Benzine,Manual,Hatchback,1600.0,1
2000,Peugeot,304,1974.0,Benzine,Manual,Sedan,1400.0,1
1999,Peugeot,301,2021.0,Benzine,Automatic,Sedan,1600.0,1
1998,Peugeot,301,2018.0,Benzine,Automatic,Sedan,1600.0,1
1997,Peugeot,301,2016.0,Benzine,Automatic,Sedan,1500.0,1
1996,Peugeot,301,2015.0,Benzine,Automatic,Sedan,1600.0,1
1995,Peugeot,3008,2025.0,Benzine,Automatic,SUV,1600.0,1
1994,Peugeot,3008,2024.0,Benzine,Automatic,Estate,1600.0,1
1993,Peugeot,3008,2023.0,Benzine,Automatic,SUV,1600.0,1
2117,Renault,Clio,2005.0,Benzine,Manual,Sedan,1400.0,1
2119,Renault,Clio,2006.0,Benzine,Manual,Sedan,1400.0,1
2323,Skoda,Octavia,2005.0,Benzine,Automatic,Sedan,1600.0,1
2264,Seat,Toledo,2019.0,Benzine,Automatic,Sedan,1600.0,1
2256,Seat,Tarraco,2024.0,Benzine,Automatic,SUV,1600.0,1
2258,Seat,Toledo,1996.0,Benzine,Manual,Sedan,1600.0,1
2259,Seat,Toledo,2005.0,Benzine,Manual,Sedan,1600.0,1
2260,Seat,Toledo,2014.0,Benzine,Automatic,Sedan,1600.0,1
2261,Seat,Toledo,2015.0,Benzine,Automatic,Sedan,1600.0,1
2263,Seat,Toledo,2018.0,Benzine,Automatic,Sedan,1600.0,1
2265,Senova,A1,2015.0,Benzine,Automatic,Hatchback,1500.0,1
2273,Skoda,Fabia,2003.0,Benzine,Manual,Hatchback,1600.0,1
2266,Senova,A1,2015.0,Benzine,Automatic,Sedan,1500.0,1
2267,Senova,X25,2017.0,Benzine,Automatic,SUV,1600.0,1
2268,Senova,X25,2018.0,Benzine,Automatic,Hatchback,1499.0,1
2269,Shineray,X30,2026.0,Benzine,Manual,Van / Bus,1500.0,1
2270,Skoda,Fabia,2001.0,Benzine,Automatic,Hatchback,1400.0,1
2271,Skoda,Fabia,2002.0,Benzine,Manual,Hatchback,1000.0,1
2254,Seat,Tarraco,2023.0,Benzine,Automatic,SUV,1500.0,1
2253,Seat,Leon,2026.0,Benzine,Automatic,Hatchback,1600.0,1
2250,Seat,Leon,2022.0,Benzine,Automatic,Hatchback,1400.0,1
2247,Seat,Leon,2019.0,Benzine,Automatic,Hatchback,1400.0,1
