vehicle_id,brand,model,year,fuel_type,transmission,body_type,engine_capacity,scraped_at
BMW_523_1999_Benzine_Automatic_Sedan_2500.0,BMW,523,1999,Benzine,Automatic,Sedan,2500.0,2026-01-16 21:04:24
Hyundai_Elantra_2026_Benzine_Automatic_Sedan_1550.0,Hyundai,Elantra,2026,Benzine,Automatic,Sedan,1550.0,2026-01-16 21:04:33
Volkswagen_Golf_2010_Benzine_Automatic_Hatchback_1400.0,Volkswagen,Golf,2010,Benzine,Automatic,Hatchback,1400.0,2026-01-16 21:04:45
Citroen_DS4_2023_Benzine_Automatic_Hatchback_1600.0,Citroen,DS4,2023,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:04:59
Hyundai_Elantra_2026_Benzine_Automatic_Sedan_1600.0,Hyundai,Elantra,2026,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:05:08
Renault_Fluence_2014_Benzine_Automatic_Sedan_1600.0,Renault,Fluence,2014,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:05:16
BMW_X6_2025_Benzine_Automatic_SUV_4000.0,BMW,X6,2025,Benzine,Automatic,SUV,4000.0,2026-01-16 21:05:26
BMW_320_2016_Benzine_Automatic_Sedan_2000.0,BMW,320,2016,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:05:41
Chevrolet_Aveo_2015_Benzine_Automatic_Sedan_1500.0,Chevrolet,Aveo,2015,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:05:52
Fiat_131_1979_Natural Gas_Manual_Sedan_1300.0,Fiat,131,1979,Natural Gas,Manual,Sedan,1300.0,2026-01-16 21:06:00
Peugeot_3008_2025_Benzine_Automatic_SUV_1600.0,Peugeot,3008,2025,Benzine,Automatic,SUV,1600.0,2026-01-16 21:06:14
Toyota_Corolla_2021_Benzine_Automatic_Sedan_1600.0,Toyota,Corolla,2021,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:06:28
Volkswagen_Polo_2001_Benzine_Manual_Sedan_1400.0,Volkswagen,Polo,2001,Benzine,Manual,Sedan,1400.0,2026-01-16 21:06:35
Haval_H6_2026_Benzine_Automatic_SUV_1500.0,Haval,H6,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 21:06:44
Kia_Sportage_2019_Benzine_Automatic_SUV_1600.0,Kia,Sportage,2019,Benzine,Automatic,SUV,1600.0,2026-01-16 21:06:54
Peugeot_3008_2023_Benzine_Automatic_SUV_1600.0,Peugeot,3008,2023,Benzine,Automatic,SUV,1600.0,2026-01-16 21:07:12
Peugeot_406_1998_Benzine_Manual_Sedan_1600.0,Peugeot,406,1998,Benzine,Manual,Sedan,1600.0,2026-01-16 21:07:19
Skoda_Octavia_2018_Benzine_Automatic_Sedan_1600.0,Skoda,Octavia,2018,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:07:28
Chevrolet_Optra_2008_Benzine_Automatic_Sedan_1600.0,Chevrolet,Optra,2008,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:07:46
Renault_Logan_2009_Benzine_Manual_Sedan_1500.0,Renault,Logan,2009,Benzine,Manual,Sedan,1500.0,2026-01-16 21:07:54
Jetour_X70 Plus_2021_Benzine_Automatic_SUV_1500.0,Jetour,X70 Plus,2021,Benzine,Automatic,SUV,1500.0,2026-01-16 21:08:05
Suzuki_Swift_2021_Benzine_Automatic_Hatchback_1200.0,Suzuki,Swift,2021,Benzine,Automatic,Hatchback,1200.0,2026-01-16 21:08:16
Tesla_Cybertruck_2025_Electric_Automatic_SUV_9000.0,Tesla,Cybertruck,2025,Electric,Automatic,SUV,9000.0,2026-01-16 21:08:35
Renault_Logan_2018_Benzine_Automatic_Sedan_1600.0,Renault,Logan,2018,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:08:46
BMW_316_1997_Benzine_Manual_Sedan_1600.0,BMW,316,1997,Benzine,Manual,Sedan,1600.0,2026-01-16 21:08:53
Peugeot_3008_2022_Benzine_Automatic_SUV_1600.0,Peugeot,3008,2022,Benzine,Automatic,SUV,1600.0,2026-01-16 21:09:05
Audi_A3_2024_Benzine_Automatic_Sedan_1400.0,Audi,A3,2024,Benzine,Automatic,Sedan,1400.0,2026-01-16 21:09:16
Hyundai_I10_2016_Benzine_Automatic_Hatchback_1100.0,Hyundai,I10,2016,Benzine,Automatic,Hatchback,1100.0,2026-01-16 21:09:31
Opel_Corsa_2003_Benzine_Manual_Sedan_1600.0,Opel,Corsa,2003,Benzine,Manual,Sedan,1600.0,2026-01-16 21:09:39
Mercedes-Benz_C180_2017_Benzine_Automatic_Convertible_1600.0,Mercedes-Benz,C180,2017,Benzine,Automatic,Convertible,1600.0,2026-01-16 21:09:52
BMW_535_2015_Benzine_Automatic_Sedan_nan,BMW,535,2015,Benzine,Automatic,Sedan,,2026-01-16 21:10:02
Mercedes-Benz_C200_2022_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C200,2022,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:10:12
Volkswagen_Tayron_2026_Benzine_Automatic_SUV_1400.0,Volkswagen,Tayron,2026,Benzine,Automatic,SUV,1400.0,2026-01-16 21:10:20
Mercedes-Benz_GLA 200_2024_Benzine_Automatic_Hatchback_1300.0,Mercedes-Benz,GLA 200,2024,Benzine,Automatic,Hatchback,1300.0,2026-01-16 21:10:33
Skoda_Kodiaq_2026_Benzine_Automatic_Estate_nan,Skoda,Kodiaq,2026,Benzine,Automatic,Estate,,2026-01-16 21:11:15
Hyundai_I10_2013_Benzine_Automatic_Hatchback_1100.0,Hyundai,I10,2013,Benzine,Automatic,Hatchback,1100.0,2026-01-16 21:11:36
Mercedes-Benz_C180_2018_Benzine_Automatic_Sedan_nan,Mercedes-Benz,C180,2018,Benzine,Automatic,Sedan,,2026-01-16 21:11:44
Cadillac_Escalade_2025_Electric_Automatic_Sports / Coupe_nan,Cadillac,Escalade,2025,Electric,Automatic,Sports / Coupe,,2026-01-16 21:11:52
Daewoo_Lanos_1996_Benzine_Manual_Sedan_100.0,Daewoo,Lanos,1996,Benzine,Manual,Sedan,100.0,2026-01-16 21:12:00
Skoda_Favorit_1994_Benzine_Manual_Hatchback_1300.0,Skoda,Favorit,1994,Benzine,Manual,Hatchback,1300.0,2026-01-16 21:12:12
Kia_Cerato Coupe_2012_Benzine_Automatic_Sedan_1600.0,Kia,Cerato Coupe,2012,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:12:22
Nissan_Livina_2009_Benzine_Automatic_Hatchback_1600.0,Nissan,Livina,2009,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:12:29
Opel_Insignia_2017_Benzine_Automatic_Sedan_1600.0,Opel,Insignia,2017,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:12:37
Seat_Leon_2020_Benzine_Automatic_Hatchback_1600.0,Seat,Leon,2020,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:12:45
Volkswagen_ID Unyx_2025_Electric_Automatic_SUV_nan,Volkswagen,ID Unyx,2025,Electric,Automatic,SUV,,2026-01-16 21:12:52
Zeekr_7X_2025_Electric_Automatic_SUV_310.0,Zeekr,7X,2025,Electric,Automatic,SUV,310.0,2026-01-16 21:13:00
Hyundai_Elantra_2013_Benzine_Automatic_Sedan_1600.0,Hyundai,Elantra,2013,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:13:07
Hyundai_Getz_2007_Diesel_Automatic_Hatchback_1600.0,Hyundai,Getz,2007,Diesel,Automatic,Hatchback,1600.0,2026-01-16 21:13:14
Daewoo_Lanos_2005_Diesel_Manual_Sedan_nan,Daewoo,Lanos,2005,Diesel,Manual,Sedan,,2026-01-16 21:13:23
Fiat_Uno_1993_Benzine_Manual_Hatchback_1000.0,Fiat,Uno,1993,Benzine,Manual,Hatchback,1000.0,2026-01-16 21:13:55
Mercedes-Benz_C180_2025_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C180,2025,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:14:09
Audi_A3_2025_Benzine_Automatic_SUV_1400.0,Audi,A3,2025,Benzine,Automatic,SUV,1400.0,2026-01-16 21:14:16
MG_ZS_2026_Benzine_Automatic_SUV_1500.0,MG,ZS,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 21:14:26
Mercedes-Benz_E240_2003_Benzine_Automatic_Sedan_2600.0,Mercedes-Benz,E240,2003,Benzine,Automatic,Sedan,2600.0,2026-01-16 21:14:37
BYD_F3_2025_Benzine_Manual_Sedan_1550.0,BYD,F3,2025,Benzine,Manual,Sedan,1550.0,2026-01-16 21:14:49
Nissan_Qashqai_2017_Benzine_Automatic_SUV_1200.0,Nissan,Qashqai,2017,Benzine,Automatic,SUV,1200.0,2026-01-16 21:15:01
BYD_Tang L_2026_Electric_Automatic_SUV_670.0,BYD,Tang L,2026,Electric,Automatic,SUV,670.0,2026-01-16 21:15:10
Skoda_Forman_1995_Benzine_Manual_Hatchback_1300.0,Skoda,Forman,1995,Benzine,Manual,Hatchback,1300.0,2026-01-16 21:15:17
Mercedes-Benz_GLE_2025_Benzine_Automatic_SUV_3000.0,Mercedes-Benz,GLE,2025,Benzine,Automatic,SUV,3000.0,2026-01-16 21:15:25
Mazda_929_1976_Benzine_Manual_Sedan_1800.0,Mazda,929,1976,Benzine,Manual,Sedan,1800.0,2026-01-16 21:15:39
Hyundai_Accent_2026_Benzine_Automatic_Sedan_1550.0,Hyundai,Accent,2026,Benzine,Automatic,Sedan,1550.0,2026-01-16 21:15:49
BYD_F3_2025_Benzine_Automatic_Sedan_1500.0,BYD,F3,2025,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:16:01
Daewoo_Lanos_2006_Benzine_Manual_Sedan_1600.0,Daewoo,Lanos,2006,Benzine,Manual,Sedan,1600.0,2026-01-16 21:16:32
Fiat_Punto_1995_Benzine_Manual_Hatchback_1242.0,Fiat,Punto,1995,Benzine,Manual,Hatchback,1242.0,2026-01-16 21:16:39
Renault_Megane_2006_Benzine_Automatic_Sedan_1600.0,Renault,Megane,2006,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:16:50
Peugeot_RCZ_2013_Benzine_Automatic_Sedan_nan,Peugeot,RCZ,2013,Benzine,Automatic,Sedan,,2026-01-16 21:17:01
BMW_520_2024_Benzine_Automatic_Sedan_2000.0,BMW,520,2024,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:17:11
Nissan_Qashqai_2015_Benzine_Automatic_SUV_1200.0,Nissan,Qashqai,2015,Benzine,Automatic,SUV,1200.0,2026-01-16 21:17:23
Hyundai_Solaris_2017_Benzine_Automatic_Sedan_1600.0,Hyundai,Solaris,2017,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:17:35
Renault_Logan_2010_Benzine_Manual_Sedan_1600.0,Renault,Logan,2010,Benzine,Manual,Sedan,1600.0,2026-01-16 21:17:48
Mercedes-Benz_G63_2014_Benzine_Automatic_SUV_nan,Mercedes-Benz,G63,2014,Benzine,Automatic,SUV,,2026-01-16 21:17:58
Daewoo_Lanos_2006_Benzine_Manual_Sedan_2000.0,Daewoo,Lanos,2006,Benzine,Manual,Sedan,2000.0,2026-01-16 21:18:08
Peugeot_307_2007_Benzine_Automatic_Hatchback_1600.0,Peugeot,307,2007,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:18:16
Fiat_128_2000_Benzine_Manual_Sedan_1100.0,Fiat,128,2000,Benzine,Manual,Sedan,1100.0,2026-01-16 21:18:25
Mercedes-Benz_C180_2023_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C180,2023,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:18:37
Mercedes-Benz_C180_2019_Benzine_Automatic_Sedan_1600.0,Mercedes-Benz,C180,2019,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:18:54
Mercedes-Benz_GLC 300_2020_Benzine_Automatic_SUV_2000.0,Mercedes-Benz,GLC 300,2020,Benzine,Automatic,SUV,2000.0,2026-01-16 21:19:00
Volkswagen_Tiguan_2020_Benzine_Automatic_SUV_1400.0,Volkswagen,Tiguan,2020,Benzine,Automatic,SUV,1400.0,2026-01-16 21:19:12
Skoda_Octavia_2021_Benzine_Automatic_Sedan_2000.0,Skoda,Octavia,2021,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:19:25
Daewoo_Lanos_2006_Benzine_Manual_Sedan_1500.0,Daewoo,Lanos,2006,Benzine,Manual,Sedan,1500.0,2026-01-16 21:19:40
Daihatsu_Grand Terios_2012_Benzine_Automatic_Hatchback_nan,Daihatsu,Grand Terios,2012,Benzine,Automatic,Hatchback,,2026-01-16 21:19:53
Nissan_Sentra_2016_Benzine_Automatic_Sedan_1600.0,Nissan,Sentra,2016,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:20:05
Opel_Corsa_2022_Benzine_Automatic_Hatchback_1200.0,Opel,Corsa,2022,Benzine,Automatic,Hatchback,1200.0,2026-01-16 21:20:17
Porsche_Cayenne_2020_Benzine_Automatic_SUV_3000.0,Porsche,Cayenne,2020,Benzine,Automatic,SUV,3000.0,2026-01-16 21:20:29
Fiat_127_1983_Benzine_Manual_Hatchback_950.0,Fiat,127,1983,Benzine,Manual,Hatchback,950.0,2026-01-16 21:20:37
BMW_740_2008_Benzine_Automatic_Sedan_nan,BMW,740,2008,Benzine,Automatic,Sedan,,2026-01-16 21:20:52
Renault_Megane_2007_Benzine_Automatic_Sports / Coupe_1600.0,Renault,Megane,2007,Benzine,Automatic,Sports / Coupe,1600.0,2026-01-16 21:21:00
Chevrolet_Optra_2006_Benzine_Automatic_Sedan_1600.0,Chevrolet,Optra,2006,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:21:07
BMW_320_2024_Benzine_Automatic_Sedan_1600.0,BMW,320,2024,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:21:19
Renault_Megane_2020_Benzine_Automatic_Sedan_1200.0,Renault,Megane,2020,Benzine,Automatic,Sedan,1200.0,2026-01-16 21:21:33
Fiat_Punto_2017_Benzine_Automatic_Hatchback_1200.0,Fiat,Punto,2017,Benzine,Automatic,Hatchback,1200.0,2026-01-16 21:21:42
Speranza_A620_2009_Natural Gas_Automatic_Sedan_2000.0,Speranza,A620,2009,Natural Gas,Automatic,Sedan,2000.0,2026-01-16 21:21:53
Skoda_Octavia_2021_Benzine_Automatic_Sedan_1700.0,Skoda,Octavia,2021,Benzine,Automatic,Sedan,1700.0,2026-01-16 21:22:28
Renault_Megane_2005_Benzine_Automatic_Sedan_1600.0,Renault,Megane,2005,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:22:39
Chevrolet_Pickup/Dababa_2026_Diesel_Manual_Pickup_nan,Chevrolet,Pickup/Dababa,2026,Diesel,Manual,Pickup,,2026-01-16 21:22:48
Mercedes-Benz_C180_2016_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C180,2016,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:23:04
Peugeot_5008_2020_Benzine_Automatic_Hatchback_1600.0,Peugeot,5008,2020,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:23:18
MINI_Countryman S_2013_Benzine_Automatic_Hatchback_1600.0,MINI,Countryman S,2013,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:23:29
BMW_330_2024_Benzine_Automatic_Sedan_2000.0,BMW,330,2024,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:23:43
Toyota_Fortuner_2026_Benzine_Automatic_SUV_4000.0,Toyota,Fortuner,2026,Benzine,Automatic,SUV,4000.0,2026-01-16 21:23:53
Skoda_Kodiaq_2025_Benzine_Automatic_SUV_1500.0,Skoda,Kodiaq,2025,Benzine,Automatic,SUV,1500.0,2026-01-16 21:24:05
Nissan_Sunny_2001_Benzine_Manual_Sedan_1300.0,Nissan,Sunny,2001,Benzine,Manual,Sedan,1300.0,2026-01-16 21:24:16
Chevrolet_Optra_2007_Benzine_Manual_Sedan_1600.0,Chevrolet,Optra,2007,Benzine,Manual,Sedan,1600.0,2026-01-16 21:24:27
Mercedes-Benz_CLA 200_2020_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,CLA 200,2020,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:24:40
Kia_Cerato_2017_Benzine_Automatic_Sedan_1600.0,Kia,Cerato,2017,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:24:53
Hyundai_Verna_2010_Benzine_Manual_Sedan_1600.0,Hyundai,Verna,2010,Benzine,Manual,Sedan,1600.0,2026-01-16 21:25:05
BMW_730_2021_Benzine_Automatic_Sedan_2000.0,BMW,730,2021,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:25:17
Mazda_3_2008_Benzine_Automatic_Sedan_1600.0,Mazda,3,2008,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:25:27
Opel_Vectra_2008_Benzine_Automatic_Sedan_2200.0,Opel,Vectra,2008,Benzine,Automatic,Sedan,2200.0,2026-01-16 21:25:36
BMW_X1_2020_Benzine_Automatic_SUV_1500.0,BMW,X1,2020,Benzine,Automatic,SUV,1500.0,2026-01-16 21:25:51
Cupra_Leon_2025_Benzine_Automatic_Hatchback_1400.0,Cupra,Leon,2025,Benzine,Automatic,Hatchback,1400.0,2026-01-16 21:26:05
Fiat_Shahin_2004_Benzine_Manual_Sedan_1400.0,Fiat,Shahin,2004,Benzine,Manual,Sedan,1400.0,2026-01-16 21:26:12
Chevrolet_Lanos_2009_Natural Gas_Manual_Sedan_nan,Chevrolet,Lanos,2009,Natural Gas,Manual,Sedan,,2026-01-16 21:26:37
Opel_Vectra_2008_Benzine_Automatic_Sedan_1600.0,Opel,Vectra,2008,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:26:47
Mercedes-Benz_C180_2022_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C180,2022,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:27:10
Honda_Civic_1900_Benzine_Automatic_Sedan_1500.0,Honda,Civic,1900,Benzine,Automatic,Sedan,1500.0,2026-01-16 21:27:23
Kia_Sportage_2026_Benzine_Automatic_SUV_1600.0,Kia,Sportage,2026,Benzine,Automatic,SUV,1600.0,2026-01-16 21:27:32
Toyota_Yaris_2014_Benzine_Automatic_Sedan_1300.0,Toyota,Yaris,2014,Benzine,Automatic,Sedan,1300.0,2026-01-16 21:27:41
Hyundai_Viva_2008_Benzine_Manual_Sedan_1500.0,Hyundai,Viva,2008,Benzine,Manual,Sedan,1500.0,2026-01-16 21:27:49
Chevrolet_Aveo_2013_Benzine_Manual_Sedan_1500.0,Chevrolet,Aveo,2013,Benzine,Manual,Sedan,1500.0,2026-01-16 21:27:56
Fiat_Uno_1993_Benzine_Manual_Hatchback_1300.0,Fiat,Uno,1993,Benzine,Manual,Hatchback,1300.0,2026-01-16 21:28:04
Chevrolet_Lanos_2014_Benzine_Manual_Sedan_1500.0,Chevrolet,Lanos,2014,Benzine,Manual,Sedan,1500.0,2026-01-16 21:28:15
Skoda_Octavia_1999_Benzine_Manual_Sedan_2000.0,Skoda,Octavia,1999,Benzine,Manual,Sedan,2000.0,2026-01-16 21:28:24
Toyota_Avalon_2009_Benzine_Automatic_Sedan_3500.0,Toyota,Avalon,2009,Benzine,Automatic,Sedan,3500.0,2026-01-16 21:28:35
KGM_Actyon_2026_Benzine_Automatic_SUV_1500.0,KGM,Actyon,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 21:28:42
Suzuki_Maruti_1997_Benzine_Manual_Hatchback_800.0,Suzuki,Maruti,1997,Benzine,Manual,Hatchback,800.0,2026-01-16 21:28:50
Mercedes-Benz_GLK 300_2010_Benzine_Automatic_SUV_3000.0,Mercedes-Benz,GLK 300,2010,Benzine,Automatic,SUV,3000.0,2026-01-16 21:29:00
BMW_X5 M_2017_Benzine_Automatic_SUV_4400.0,BMW,X5 M,2017,Benzine,Automatic,SUV,4400.0,2026-01-16 21:29:09
BMW_X5_2020_Benzine_Automatic_SUV_3700.0,BMW,X5,2020,Benzine,Automatic,SUV,3700.0,2026-01-16 21:29:20
Kia_Picanto_2015_Benzine_Automatic_Hatchback_1300.0,Kia,Picanto,2015,Benzine,Automatic,Hatchback,1300.0,2026-01-16 21:29:30
Fiat_Marea_2002_Benzine_Manual_Sedan_1300.0,Fiat,Marea,2002,Benzine,Manual,Sedan,1300.0,2026-01-16 21:29:39
Geely_Emgrand_2025_Benzine_Automatic_Sedan_nan,Geely,Emgrand,2025,Benzine,Automatic,Sedan,,2026-01-16 21:29:47
Ssang Yong_Tivoli XLV_2019_Benzine_Automatic_SUV_nan,Ssang Yong,Tivoli XLV,2019,Benzine,Automatic,SUV,,2026-01-16 21:30:07
Mercedes-Benz_C200_2008_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,C200,2008,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:30:19
MG_HS_2026_Benzine_Automatic_SUV_1500.0,MG,HS,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 21:30:27
Ford_Focus_2018_Benzine_Automatic_Sedan_998.0,Ford,Focus,2018,Benzine,Automatic,Sedan,998.0,2026-01-16 21:30:34
Volkswagen_Golf_2001_Benzine_Manual_Hatchback_1400.0,Volkswagen,Golf,2001,Benzine,Manual,Hatchback,1400.0,2026-01-16 21:30:43
Mercedes-Benz_C180_2024_Benzine_Automatic_Sedan_1600.0,Mercedes-Benz,C180,2024,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:30:55
BMW_X3_2015_Benzine_Automatic_SUV_2000.0,BMW,X3,2015,Benzine,Automatic,SUV,2000.0,2026-01-16 21:31:05
Chery_Envy_2018_Benzine_Manual_Sedan_1600.0,Chery,Envy,2018,Benzine,Manual,Sedan,1600.0,2026-01-16 21:31:12
Mazda_929_1978_Benzine_Manual_Sedan_1400.0,Mazda,929,1978,Benzine,Manual,Sedan,1400.0,2026-01-16 21:31:20
Chevrolet_Spark_2012_Benzine_Manual_Hatchback_1300.0,Chevrolet,Spark,2012,Benzine,Manual,Hatchback,1300.0,2026-01-16 21:31:27
Seat_Ibiza_2026_Benzine_Automatic_Sedan_1600.0,Seat,Ibiza,2026,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:31:35
Skoda_Kodiaq_2020_Benzine_Automatic_SUV_1400.0,Skoda,Kodiaq,2020,Benzine,Automatic,SUV,1400.0,2026-01-16 21:31:42
Renault_Duster_2014_Benzine_Manual_SUV_1600.0,Renault,Duster,2014,Benzine,Manual,SUV,1600.0,2026-01-16 21:31:49
Fiat_124_1970_Benzine_Manual_Sedan_1400.0,Fiat,124,1970,Benzine,Manual,Sedan,1400.0,2026-01-16 21:31:57
Changan_Benni mini_2014_Benzine_Manual_Hatchback_nan,Changan,Benni mini,2014,Benzine,Manual,Hatchback,,2026-01-16 21:32:04
Mercedes-Benz_E300_2010_Benzine_Automatic_Sedan_3000.0,Mercedes-Benz,E300,2010,Benzine,Automatic,Sedan,3000.0,2026-01-16 21:32:13
Kia_Shuma_1999_Benzine_Automatic_Sedan_1600.0,Kia,Shuma,1999,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:32:26
Kia_Cerato_2015_Benzine_Automatic_Sedan_1600.0,Kia,Cerato,2015,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:32:37
Mercedes-Benz_CLA 200_2023_Benzine_Automatic_Sedan_1600.0,Mercedes-Benz,CLA 200,2023,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:32:51
Jetour_X70_2024_Benzine_Automatic_SUV_1500.0,Jetour,X70,2024,Benzine,Automatic,SUV,1500.0,2026-01-16 21:33:01
Mercedes-Benz_E200_2020_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,E200,2020,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:33:14
Brilliance_FRV_2009_Benzine_Manual_Hatchback_1600.0,Brilliance,FRV,2009,Benzine,Manual,Hatchback,1600.0,2026-01-16 21:33:23
BMW_X6_2025_Benzine_Automatic_SUV_4000.0,BMW,X6,2025,Benzine,Automatic,SUV,4000.0,2026-01-16 21:33:30
Mercedes-Benz_200_1974_Diesel_Manual_Sedan_1500.0,Mercedes-Benz,200,1974,Diesel,Manual,Sedan,1500.0,2026-01-16 21:33:38
Mercedes-Benz_CLE 200_2026_Electric_Automatic_Sports / Coupe_2000.0,Mercedes-Benz,CLE 200,2026,Electric,Automatic,Sports / Coupe,2000.0,2026-01-16 21:33:46
Suzuki_Van_2013_Diesel_Manual_Van / Bus_nan,Suzuki,Van,2013,Diesel,Manual,Van / Bus,,2026-01-16 21:34:05
Kia_Sephia_1995_Benzine_Manual_Hatchback_850.0,Kia,Sephia,1995,Benzine,Manual,Hatchback,850.0,2026-01-16 21:34:13
Fiat_Regata_1989_Benzine_Manual_Sedan_1500.0,Fiat,Regata,1989,Benzine,Manual,Sedan,1500.0,2026-01-16 21:34:20
Fiat_128_1991_Benzine_Manual_Sedan_1300.0,Fiat,128,1991,Benzine,Manual,Sedan,1300.0,2026-01-16 21:34:29
Speranza_Tiggo_2010_Benzine_Automatic_SUV_2000.0,Speranza,Tiggo,2010,Benzine,Automatic,SUV,2000.0,2026-01-16 21:34:36
Daewoo_Lanos_1997_Benzine_Manual_Sedan_1500.0,Daewoo,Lanos,1997,Benzine,Manual,Sedan,1500.0,2026-01-16 21:34:44
Citroen_C3 Aircross_2021_Benzine_Automatic_Hatchback_1200.0,Citroen,C3 Aircross,2021,Benzine,Automatic,Hatchback,1200.0,2026-01-16 21:34:52
Kia_Cerato_2008_Benzine_Automatic_Sedan_1600.0,Kia,Cerato,2008,Benzine,Automatic,Sedan,1600.0,2026-01-16 21:34:59
Fiat_Siena_2000_Benzine_Manual_Sedan_1400.0,Fiat,Siena,2000,Benzine,Manual,Sedan,1400.0,2026-01-16 21:35:06
Skoda_Fabia_2009_Benzine_Automatic_Hatchback_1600.0,Skoda,Fabia,2009,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:35:13
Citroen_C4 Grand Picasso_2010_Diesel_Manual_Estate_1600.0,Citroen,C4 Grand Picasso,2010,Diesel,Manual,Estate,1600.0,2026-01-16 21:35:22
Hyundai_Excel_1998_Benzine_Manual_Sedan_1300.0,Hyundai,Excel,1998,Benzine,Manual,Sedan,1300.0,2026-01-16 21:35:30
BMW_X5_2017_Benzine_Automatic_SUV_4400.0,BMW,X5,2017,Benzine,Automatic,SUV,4400.0,2026-01-16 21:35:40
Kia_Pride_1996_Benzine_Manual_Sedan_nan,Kia,Pride,1996,Benzine,Manual,Sedan,,2026-01-16 21:35:48
Mercedes-Benz_200_1980_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,200,1980,Benzine,Automatic,Sedan,2000.0,2026-01-16 21:35:55
Volkswagen_Golf_2020_Benzine_Automatic_Hatchback_nan,Volkswagen,Golf,2020,Benzine,Automatic,Hatchback,,2026-01-16 21:36:03
Toyota_Corona_1979_Benzine_Manual_Sedan_2000.0,Toyota,Corona,1979,Benzine,Manual,Sedan,2000.0,2026-01-16 21:36:10
Speranza_A516_2012_Benzine_Manual_Sedan_1600.0,Speranza,A516,2012,Benzine,Manual,Sedan,1600.0,2026-01-16 21:36:19
Opel_Grandland_2021_Benzine_Automatic_Hatchback_1600.0,Opel,Grandland,2021,Benzine,Automatic,Hatchback,1600.0,2026-01-16 21:36:27
Mercedes-Benz_E200_2026_Benzine_Automatic_Sedan_1100.0,Mercedes-Benz,E200,2026,Benzine,Automatic,Sedan,1100.0,2026-01-16 21:36:35
Renault_Kadjar_2019_Benzine_Automatic_Estate_1200.0,Renault,Kadjar,2019,Benzine,Automatic,Estate,1200.0,2026-01-16 21:36:45
Mercedes-Benz_GLC 200_2020_Benzine_Automatic_Sports / Coupe_2000.0,Mercedes-Benz,GLC 200,2020,Benzine,Automatic,Sports / Coupe,2000.0,2026-01-16 21:36:55
