vehicle_id,brand,model,year,fuel_type,transmission,body_type,engine_capacity,scraped_at
Skoda_Superb_2021_Benzine_Automatic_Sedan_2000.0,Skoda,Superb,2021,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:12:16
Toyota_Yaris_2009_Benzine_Automatic_Sedan_1300.0,Toyota,Yaris,2009,Benzine,Automatic,Sedan,1300.0,2026-01-16 22:12:24
Kia_Shuma_2001_Benzine_Automatic_Sedan_1500.0,Kia,Shuma,2001,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:12:32
Seat_Toledo_1996_Benzine_Manual_Sedan_1600.0,Seat,Toledo,1996,Benzine,Manual,Sedan,1600.0,2026-01-16 22:12:39
Renault_Fluence_2012_Benzine_Automatic_Sedan_1600.0,Renault,Fluence,2012,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:12:47
Hyundai_Creta_2020_Benzine_Automatic_SUV_1600.0,Hyundai,Creta,2020,Benzine,Automatic,SUV,1600.0,2026-01-16 22:12:55
MG_MG 6_2019_Benzine_Automatic_Sedan_1600.0,MG,MG 6,2019,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:13:07
XPeng_G9_2025_Electric_Automatic_SUV_nan,XPeng,G9,2025,Electric,Automatic,SUV,,2026-01-16 22:13:15
BYD_F3_2025_Benzine_Manual_Sedan_1500.0,BYD,F3,2025,Benzine,Manual,Sedan,1500.0,2026-01-16 22:13:25
Chevrolet_Optra_2017_Benzine_Automatic_Sedan_1500.0,Chevrolet,Optra,2017,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:13:32
Kia_Sportage_2025_Benzine_Automatic_SUV_1600.0,Kia,Sportage,2025,Benzine,Automatic,SUV,1600.0,2026-01-16 22:13:44
Nissan_Juke_2026_Benzine_Automatic_Hatchback_1000.0,Nissan,Juke,2026,Benzine,Automatic,Hatchback,1000.0,2026-01-16 22:13:52
Renault_Megane_2026_Benzine_Automatic_Sedan_1600.0,Renault,Megane,2026,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:14:00
Seat_Leon_2017_Benzine_Automatic_Hatchback_1600.0,Seat,Leon,2017,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:14:44
Skoda_Felecia_1997_Benzine_Manual_Hatchback_1300.0,Skoda,Felecia,1997,Benzine,Manual,Hatchback,1300.0,2026-01-16 22:14:52
Chery_Arrizo 5_2025_Benzine_Automatic_Sedan_1500.0,Chery,Arrizo 5,2025,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:15:09
Audi_Q8_2023_Benzine_Automatic_SUV_nan,Audi,Q8,2023,Benzine,Automatic,SUV,,2026-01-16 22:15:18
Opel_Astra_2015_Benzine_Automatic_Sedan_1600.0,Opel,Astra,2015,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:15:26
Chevrolet_Lanos_2011_Natural Gas_Manual_Sedan_nan,Chevrolet,Lanos,2011,Natural Gas,Manual,Sedan,,2026-01-16 22:15:34
Peugeot_308_2009_Benzine_Automatic_Hatchback_1600.0,Peugeot,308,2009,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:15:41
Mercedes-Benz_S580_2026_Benzine_Automatic_Sedan_nan,Mercedes-Benz,S580,2026,Benzine,Automatic,Sedan,,2026-01-16 22:15:47
Opel_Corsa_2025_Benzine_Automatic_Hatchback_1200.0,Opel,Corsa,2025,Benzine,Automatic,Hatchback,1200.0,2026-01-16 22:15:55
BMW_X5_2016_Benzine_Automatic_SUV_4400.0,BMW,X5,2016,Benzine,Automatic,SUV,4400.0,2026-01-16 22:16:05
Audi_E-Tron_2024_Electric_Automatic_SUV_nan,Audi,E-Tron,2024,Electric,Automatic,SUV,,2026-01-16 22:16:15
Kia_Rio_2013_Benzine_Automatic_Hatchback_1400.0,Kia,Rio,2013,Benzine,Automatic,Hatchback,1400.0,2026-01-16 22:16:25
Peugeot_3008_2026_Benzine_Automatic_SUV_nan,Peugeot,3008,2026,Benzine,Automatic,SUV,,2026-01-16 22:16:35
Hyundai_Verna_2014_Hybrid_Manual_Sedan_nan,Hyundai,Verna,2014,Hybrid,Manual,Sedan,,2026-01-16 22:16:43
BMW_I3_2020_Electric_Automatic_Hatchback_nan,BMW,I3,2020,Electric,Automatic,Hatchback,,2026-01-16 22:16:53
Suzuki_Celerio_2024_Benzine_Manual_Hatchback_1000.0,Suzuki,Celerio,2024,Benzine,Manual,Hatchback,1000.0,2026-01-16 22:17:00
Audi_Q8_2023_Benzine_Automatic_SUV_nan,Audi,Q8,2023,Benzine,Automatic,SUV,,2026-01-16 22:17:10
Mitsubishi_Lancer_1996_Benzine_Manual_Sedan_1500.0,Mitsubishi,Lancer,1996,Benzine,Manual,Sedan,1500.0,2026-01-16 22:17:16
Porsche_Cayenne_2024_Benzine_Automatic_Sports / Coupe_3000.0,Porsche,Cayenne,2024,Benzine,Automatic,Sports / Coupe,3000.0,2026-01-16 22:17:26
Peugeot_3008_2019_Benzine_Automatic_Hatchback_1600.0,Peugeot,3008,2019,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:17:38
Renault_Kadjar_2018_Benzine_Automatic_SUV_1200.0,Renault,Kadjar,2018,Benzine,Automatic,SUV,1200.0,2026-01-16 22:18:08
MG_MG 7_2026_Benzine_Automatic_Sedan_1500.0,MG,MG 7,2026,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:18:17
Kia_Carnival_2024_Benzine_Automatic_SUV_1500.0,Kia,Carnival,2024,Benzine,Automatic,SUV,1500.0,2026-01-16 22:18:26
Hyundai_Tucson_2021_Benzine_Automatic_SUV_1600.0,Hyundai,Tucson,2021,Benzine,Automatic,SUV,1600.0,2026-01-16 22:18:37
Toyota_Corolla_2015_Benzine_Automatic_Sedan_1600.0,Toyota,Corolla,2015,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:18:59
Mazda_929_1982_Benzine_Manual_Sedan_2000.0,Mazda,929,1982,Benzine,Manual,Sedan,2000.0,2026-01-16 22:19:06
Daihatsu_Terios_1999_Benzine_Automatic_SUV_nan,Daihatsu,Terios,1999,Benzine,Automatic,SUV,,2026-01-16 22:19:13
BYD_Sealion 6_2025_Electric_Automatic_SUV_1105.0,BYD,Sealion 6,2025,Electric,Automatic,SUV,1105.0,2026-01-16 22:19:20
Mercedes-Benz_C200_2024_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C200,2024,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:19:31
Kia_Xceed_2025_Benzine_Automatic_SUV_1500.0,Kia,Xceed,2025,Benzine,Automatic,SUV,1500.0,2026-01-16 22:19:57
Citroen_C4_2015_Benzine_Automatic_SUV_1600.0,Citroen,C4,2015,Benzine,Automatic,SUV,1600.0,2026-01-16 22:20:04
Nissan_Sunny_2018_Benzine_Automatic_Sedan_1500.0,Nissan,Sunny,2018,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:20:15
BMW_320_2009_Benzine_Automatic_Sedan_2000.0,BMW,320,2009,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:20:35
Audi_A7_2023_Benzine_Automatic_Sedan_2000.0,Audi,A7,2023,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:20:44
Maserati_Quattroporte_2015_Benzine_Automatic_Sedan_3000.0,Maserati,Quattroporte,2015,Benzine,Automatic,Sedan,3000.0,2026-01-16 22:20:54
Mazda_3_2019_Benzine_Automatic_Sedan_1600.0,Mazda,3,2019,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:21:04
Kia_Shuma_2000_Diesel_Manual_Sedan_nan,Kia,Shuma,2000,Diesel,Manual,Sedan,,2026-01-16 22:21:10
Skoda_Rapid_2016_Benzine_Automatic_Sedan_1600.0,Skoda,Rapid,2016,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:21:19
Chevrolet_Malibu_1976_Benzine_Automatic_Sedan_3500.0,Chevrolet,Malibu,1976,Benzine,Automatic,Sedan,3500.0,2026-01-16 22:21:25
Skoda_Superb_2018_Benzine_Automatic_Sedan_1400.0,Skoda,Superb,2018,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:21:32
BMW_528_2011_Benzine_Automatic_Sedan_3000.0,BMW,528,2011,Benzine,Automatic,Sedan,3000.0,2026-01-16 22:21:51
Volkswagen_Passat_2011_Benzine_Automatic_Sedan_1400.0,Volkswagen,Passat,2011,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:22:01
Daewoo_Nubira_2001_Benzine_Automatic_Sedan_1550.0,Daewoo,Nubira,2001,Benzine,Automatic,Sedan,1550.0,2026-01-16 22:22:09
Hummer_H1_1997_Diesel_Automatic_SUV_5700.0,Hummer,H1,1997,Diesel,Automatic,SUV,5700.0,2026-01-16 22:22:32
GMC_Yukon_2024_Benzine_Automatic_Van / Bus_6200.0,GMC,Yukon,2024,Benzine,Automatic,Van / Bus,6200.0,2026-01-16 22:22:45
Skoda_Octavia_2003_Benzine_Manual_Sedan_1600.0,Skoda,Octavia,2003,Benzine,Manual,Sedan,1600.0,2026-01-16 22:23:21
Mercedes-Benz_GLC 200_2022_Benzine_Automatic_SUV_2000.0,Mercedes-Benz,GLC 200,2022,Benzine,Automatic,SUV,2000.0,2026-01-16 22:23:31
Kia_Picanto_2010_Benzine_Manual_Hatchback_1100.0,Kia,Picanto,2010,Benzine,Manual,Hatchback,1100.0,2026-01-16 22:23:39
Hyundai_IX35_2011_Benzine_Automatic_SUV_nan,Hyundai,IX35,2011,Benzine,Automatic,SUV,,2026-01-16 22:23:48
Mitsubishi_Lancer_2006_Benzine_Automatic_Sedan_1600.0,Mitsubishi,Lancer,2006,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:23:55
Skoda_Superb_2019_Benzine_Automatic_Sedan_1400.0,Skoda,Superb,2019,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:24:06
Kia_Sephia_2001_Benzine_Automatic_Sedan_1600.0,Kia,Sephia,2001,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:24:30
Xiaomi_YU7_2025_Electric_Automatic_SUV_760.0,Xiaomi,YU7,2025,Electric,Automatic,SUV,760.0,2026-01-16 22:24:47
Hyundai_Accent_2026_Benzine_Automatic_Sedan_1600.0,Hyundai,Accent,2026,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:25:03
Opel_Corsa_1998_Benzine_Manual_Hatchback_1400.0,Opel,Corsa,1998,Benzine,Manual,Hatchback,1400.0,2026-01-16 22:25:09
Toyota_Yaris_2007_Benzine_Automatic_Sedan_1300.0,Toyota,Yaris,2007,Benzine,Automatic,Sedan,1300.0,2026-01-16 22:25:16
Speranza_Tiggo_2019_Benzine_Automatic_SUV_1600.0,Speranza,Tiggo,2019,Benzine,Automatic,SUV,1600.0,2026-01-16 22:25:25
Renault_Megane_2020_Benzine_Automatic_Sedan_1600.0,Renault,Megane,2020,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:25:36
Audi_A4_2017_Benzine_Automatic_Sedan_1400.0,Audi,A4,2017,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:25:45
Volkswagen_Passat_2019_Benzine_Automatic_Sedan_1400.0,Volkswagen,Passat,2019,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:25:54
Lada_Samara_1997_Benzine_Manual_Hatchback_1300.0,Lada,Samara,1997,Benzine,Manual,Hatchback,1300.0,2026-01-16 22:26:10
Hyundai_Veloster_2015_Benzine_Automatic_Hatchback_1500.0,Hyundai,Veloster,2015,Benzine,Automatic,Hatchback,1500.0,2026-01-16 22:26:18
Mercedes-Benz_GLC 200_2024_Benzine_Automatic_Sports / Coupe_2000.0,Mercedes-Benz,GLC 200,2024,Benzine,Automatic,Sports / Coupe,2000.0,2026-01-16 22:26:38
Opel_Astra_2018_Benzine_Automatic_Sedan_1600.0,Opel,Astra,2018,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:26:49
Mercedes-Benz_CLA 200_2025_Benzine_Automatic_Sedan_1400.0,Mercedes-Benz,CLA 200,2025,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:26:58
Mercedes-Benz_M-Class_2015_Benzine_Automatic_SUV_3000.0,Mercedes-Benz,M-Class,2015,Benzine,Automatic,SUV,3000.0,2026-01-16 22:27:28
Skoda_Octavia_2000_Benzine_Automatic_Hatchback_1600.0,Skoda,Octavia,2000,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:27:39
Chery_Tiggo 4 Pro_2026_Benzine_Automatic_SUV_1500.0,Chery,Tiggo 4 Pro,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 22:27:47
Toyota_Corolla_2019_Benzine_Automatic_Sedan_1600.0,Toyota,Corolla,2019,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:27:57
Mitsubishi_Lancer_1999_Benzine_Manual_Sedan_1300.0,Mitsubishi,Lancer,1999,Benzine,Manual,Sedan,1300.0,2026-01-16 22:28:20
Daewoo_Nubira_2001_Benzine_Manual_Sedan_1600.0,Daewoo,Nubira,2001,Benzine,Manual,Sedan,1600.0,2026-01-16 22:28:28
Volkswagen_Beetle_1971_Benzine_Manual_Hatchback_1300.0,Volkswagen,Beetle,1971,Benzine,Manual,Hatchback,1300.0,2026-01-16 22:28:49
Mercedes-Benz_B200_2013_Benzine_Automatic_Hatchback_1600.0,Mercedes-Benz,B200,2013,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:29:13
Skoda_Kodiaq_2023_Benzine_Automatic_SUV_2000.0,Skoda,Kodiaq,2023,Benzine,Automatic,SUV,2000.0,2026-01-16 22:29:19
Hyundai_Matrix_2006_Benzine_Manual_Hatchback_1600.0,Hyundai,Matrix,2006,Benzine,Manual,Hatchback,1600.0,2026-01-16 22:29:27
Jeep_Grand Cherokee_2018_Benzine_Automatic_SUV_nan,Jeep,Grand Cherokee,2018,Benzine,Automatic,SUV,,2026-01-16 22:29:44
Renault_Fluence_2016_Benzine_Automatic_Sedan_1600.0,Renault,Fluence,2016,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:29:56
Volkswagen_Passat_2009_Benzine_Automatic_Sedan_1400.0,Volkswagen,Passat,2009,Benzine,Automatic,Sedan,1400.0,2026-01-16 22:30:06
Toyota_Fortuner_2017_Benzine_Automatic_SUV_2700.0,Toyota,Fortuner,2017,Benzine,Automatic,SUV,2700.0,2026-01-16 22:30:15
Suzuki_Alto_2019_Benzine_Manual_Hatchback_800.0,Suzuki,Alto,2019,Benzine,Manual,Hatchback,800.0,2026-01-16 22:30:22
Ford_Focus_2021_Benzine_Automatic_Hatchback_1600.0,Ford,Focus,2021,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:30:31
Mercedes-Benz_GLE 450_2021_Benzine_Automatic_SUV_3000.0,Mercedes-Benz,GLE 450,2021,Benzine,Automatic,SUV,3000.0,2026-01-16 22:30:41
BYD_F3_2022_Benzine_Manual_Sedan_1600.0,BYD,F3,2022,Benzine,Manual,Sedan,1600.0,2026-01-16 22:30:50
Mercedes-Benz_C180_2022_Benzine_Automatic_Sedan_1550.0,Mercedes-Benz,C180,2022,Benzine,Automatic,Sedan,1550.0,2026-01-16 22:31:03
MG_RX5_2025_Benzine_Automatic_SUV_nan,MG,RX5,2025,Benzine,Automatic,SUV,,2026-01-16 22:31:18
Mercedes-Benz_GLK_2015_Benzine_Automatic_SUV_2000.0,Mercedes-Benz,GLK,2015,Benzine,Automatic,SUV,2000.0,2026-01-16 22:31:28
Cupra_Terramar_2025_Benzine_Automatic_SUV_1400.0,Cupra,Terramar,2025,Benzine,Automatic,SUV,1400.0,2026-01-16 22:31:37
MG_MG 6_2021_Benzine_Automatic_Sedan_1500.0,MG,MG 6,2021,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:31:47
Hyundai_Accent_2000_Benzine_Manual_Sedan_1300.0,Hyundai,Accent,2000,Benzine,Manual,Sedan,1300.0,2026-01-16 22:31:54
BYD_Tang L_2025_Electric_Automatic_SUV_500.0,BYD,Tang L,2025,Electric,Automatic,SUV,500.0,2026-01-16 22:32:02
Fiat_128_1979_Benzine_Manual_Sedan_1300.0,Fiat,128,1979,Benzine,Manual,Sedan,1300.0,2026-01-16 22:32:11
Soueast_S 09_2026_Benzine_Automatic_SUV_1600.0,Soueast,S 09,2026,Benzine,Automatic,SUV,1600.0,2026-01-16 22:32:19
MINI_Cooper_2020_Benzine_Automatic_Hatchback_2000.0,MINI,Cooper,2020,Benzine,Automatic,Hatchback,2000.0,2026-01-16 22:32:30
BYD_Song Plus_2025_Electric_Automatic_SUV_150.0,BYD,Song Plus,2025,Electric,Automatic,SUV,150.0,2026-01-16 22:32:38
Tesla_Model Y_2024_Electric_Automatic_Hatchback_nan,Tesla,Model Y,2024,Electric,Automatic,Hatchback,,2026-01-16 22:32:45
Seat_Ibiza_2021_Benzine_Automatic_Hatchback_1600.0,Seat,Ibiza,2021,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:32:52
Nissan_Sunny_2016_Benzine_Automatic_Sedan_1600.0,Nissan,Sunny,2016,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:33:01
Changan_Eado plus_2026_Benzine_Automatic_Sedan_1500.0,Changan,Eado plus,2026,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:33:08
Mercedes-Benz_GLA 200_2026_Benzine_Automatic_Hatchback_1300.0,Mercedes-Benz,GLA 200,2026,Benzine,Automatic,Hatchback,1300.0,2026-01-16 22:33:19
Chevrolet_Aveo_2017_Benzine_Automatic_Sedan_nan,Chevrolet,Aveo,2017,Benzine,Automatic,Sedan,,2026-01-16 22:33:37
Daewoo_Nubira_1999_Benzine_Automatic_Sedan_1600.0,Daewoo,Nubira,1999,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:33:44
Chevrolet_Cruze_2016_Benzine_Automatic_Sedan_1600.0,Chevrolet,Cruze,2016,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:33:51
Peugeot_3008_2026_Electric_Automatic_SUV_nan,Peugeot,3008,2026,Electric,Automatic,SUV,,2026-01-16 22:33:58
Chevrolet_Lanos_2015_Benzine_Manual_Sedan_1500.0,Chevrolet,Lanos,2015,Benzine,Manual,Sedan,1500.0,2026-01-16 22:34:08
Kia_Carnival_2025_Hybrid_Automatic_Estate_nan,Kia,Carnival,2025,Hybrid,Automatic,Estate,,2026-01-16 22:34:19
Renault_Clio_2003_Natural Gas_Manual_Sedan_1200.0,Renault,Clio,2003,Natural Gas,Manual,Sedan,1200.0,2026-01-16 22:34:34
Chevrolet_Lanos_2013_Benzine_Manual_Sedan_1400.0,Chevrolet,Lanos,2013,Benzine,Manual,Sedan,1400.0,2026-01-16 22:34:43
Kia_Cerato_2019_Benzine_Automatic_Sedan_1600.0,Kia,Cerato,2019,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:34:53
Toyota_Corolla_2011_Benzine_Automatic_Sedan_1600.0,Toyota,Corolla,2011,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:35:14
BYD_F3_2022_Benzine_Manual_Sedan_1500.0,BYD,F3,2022,Benzine,Manual,Sedan,1500.0,2026-01-16 22:35:40
Skoda_Octavia_2010_Benzine_Automatic_Sedan_1600.0,Skoda,Octavia,2010,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:35:53
BMW_320_2026_Benzine_Automatic_Sedan_1600.0,BMW,320,2026,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:36:20
Porsche_Macan_2020_Benzine_Automatic_SUV_nan,Porsche,Macan,2020,Benzine,Automatic,SUV,,2026-01-16 22:36:39
Daihatsu_Terios_2007_Benzine_Automatic_Hatchback_1500.0,Daihatsu,Terios,2007,Benzine,Automatic,Hatchback,1500.0,2026-01-16 22:36:54
Peugeot_405_2007_Benzine_Manual_Sedan_1600.0,Peugeot,405,2007,Benzine,Manual,Sedan,1600.0,2026-01-16 22:37:05
Peugeot_307 SW_2006_Benzine_Automatic_Hatchback_1600.0,Peugeot,307 SW,2006,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:37:16
Chery_Tiggo 7_2023_Diesel_Automatic_SUV_nan,Chery,Tiggo 7,2023,Diesel,Automatic,SUV,,2026-01-16 22:37:37
Peugeot_307 SW_2005_Benzine_Automatic_Estate_1600.0,Peugeot,307 SW,2005,Benzine,Automatic,Estate,1600.0,2026-01-16 22:37:49
Volkswagen_Tiguan_2018_Benzine_Automatic_Van / Bus_1400.0,Volkswagen,Tiguan,2018,Benzine,Automatic,Van / Bus,1400.0,2026-01-16 22:38:09
Hyundai_Elantra_2021_Benzine_Automatic_Sedan_1600.0,Hyundai,Elantra,2021,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:38:45
Nissan_Sunny_2021_Benzine_Automatic_Sedan_1000.0,Nissan,Sunny,2021,Benzine,Automatic,Sedan,1000.0,2026-01-16 22:39:07
Kia_Cerato_2005_Benzine_Manual_Sedan_1600.0,Kia,Cerato,2005,Benzine,Manual,Sedan,1600.0,2026-01-16 22:39:27
Mercedes-Benz_GLE-Class_2025_Benzine_Automatic_SUV_nan,Mercedes-Benz,GLE-Class,2025,Benzine,Automatic,SUV,,2026-01-16 22:39:54
Mercedes-Benz_EQE_2024_Electric_Automatic_Hatchback_180.0,Mercedes-Benz,EQE,2024,Electric,Automatic,Hatchback,180.0,2026-01-16 22:40:14
Seat_Leon_2016_Benzine_Automatic_Hatchback_1600.0,Seat,Leon,2016,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:40:28
Audi_A4_2022_Benzine_Automatic_Sedan_2000.0,Audi,A4,2022,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:40:46
Kia_Xceed_2022_Benzine_Automatic_Hatchback_nan,Kia,Xceed,2022,Benzine,Automatic,Hatchback,,2026-01-16 22:41:02
MG_HS_2023_Benzine_Automatic_SUV_1500.0,MG,HS,2023,Benzine,Automatic,SUV,1500.0,2026-01-16 22:41:14
Opel_Vectra_1998_Benzine_Automatic_Sedan_2000.0,Opel,Vectra,1998,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:41:25
Peugeot_508_2021_Benzine_Automatic_Sedan_1600.0,Peugeot,508,2021,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:41:44
Xiaomi_SU7_2025_Electric_Automatic_Sedan_101.0,Xiaomi,SU7,2025,Electric,Automatic,Sedan,101.0,2026-01-16 22:42:01
Hyundai_Elantra_1999_Benzine_Manual_Sedan_nan,Hyundai,Elantra,1999,Benzine,Manual,Sedan,,2026-01-16 22:42:12
Avatr_12_2025_Benzine_Automatic_SUV_nan,Avatr,12,2025,Benzine,Automatic,SUV,,2026-01-16 22:42:28
Seat_Ibiza_2014_Benzine_Automatic_Hatchback_1600.0,Seat,Ibiza,2014,Benzine,Automatic,Hatchback,1600.0,2026-01-16 22:42:55
Mercedes-Benz_E200_2026_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,E200,2026,Benzine,Automatic,Sedan,2000.0,2026-01-16 22:43:30
Speranza_A213_2008_Diesel_Manual_Sedan_nan,Speranza,A213,2008,Diesel,Manual,Sedan,,2026-01-16 22:44:16
Mercedes-Benz_C180_2026_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C180,2026,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:44:32
Fiat_Tipo_2020_Hybrid_Automatic_Hatchback_1600.0,Fiat,Tipo,2020,Hybrid,Automatic,Hatchback,1600.0,2026-01-16 22:44:54
Honda_Civic_1989_Diesel_Manual_Sedan_1600.0,Honda,Civic,1989,Diesel,Manual,Sedan,1600.0,2026-01-16 22:45:07
BMW_316_1992_Benzine_Manual_Sedan_1800.0,BMW,316,1992,Benzine,Manual,Sedan,1800.0,2026-01-16 22:45:17
Volkswagen_ID4_2025_Electric_Automatic_SUV_nan,Volkswagen,ID4,2025,Electric,Automatic,SUV,,2026-01-16 22:46:25
Zeekr_X_2025_Electric_Automatic_SUV_nan,Zeekr,X,2025,Electric,Automatic,SUV,,2026-01-16 22:46:36
Chery_Tiggo 8_2026_Benzine_Automatic_SUV_1500.0,Chery,Tiggo 8,2026,Benzine,Automatic,SUV,1500.0,2026-01-16 22:47:24
Cupra_Formentor_2024_Benzine_Automatic_SUV_2000.0,Cupra,Formentor,2024,Benzine,Automatic,SUV,2000.0,2026-01-16 22:47:41
BMW_X6_2021_Benzine_Automatic_SUV_4400.0,BMW,X6,2021,Benzine,Automatic,SUV,4400.0,2026-01-16 22:48:13
Hyundai_Matrix_2006_Benzine_Automatic_Sedan_1600.0,Hyundai,Matrix,2006,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:48:31
Porsche_Macan_2023_Benzine_Automatic_SUV_2500.0,Porsche,Macan,2023,Benzine,Automatic,SUV,2500.0,2026-01-16 22:49:33
Dodge_Challenger_2022_Benzine_Automatic_Sports / Coupe_3700.0,Dodge,Challenger,2022,Benzine,Automatic,Sports / Coupe,3700.0,2026-01-16 22:49:53
BMW_750_2009_Benzine_Automatic_Sedan_nan,BMW,750,2009,Benzine,Automatic,Sedan,,2026-01-16 22:50:12
BYD_F0_2014_Benzine_Manual_Hatchback_1000.0,BYD,F0,2014,Benzine,Manual,Hatchback,1000.0,2026-01-16 22:50:25
Chery_Arrizo 5_2023_Benzine_Automatic_Sedan_nan,Chery,Arrizo 5,2023,Benzine,Automatic,Sedan,,2026-01-16 22:50:49
Mercedes-Benz_A180_2021_Diesel_Automatic_Sedan_1300.0,Mercedes-Benz,A180,2021,Diesel,Automatic,Sedan,1300.0,2026-01-16 22:51:11
Audi_A3_2026_Benzine_Automatic_Sedan_nan,Audi,A3,2026,Benzine,Automatic,Sedan,,2026-01-16 22:51:27
Mitsubishi_Lancer_2008_Benzine_Automatic_Sedan_1600.0,Mitsubishi,Lancer,2008,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:51:41
Mercedes-Benz_GLC 200_2025_Hybrid_Automatic_SUV_2000.0,Mercedes-Benz,GLC 200,2025,Hybrid,Automatic,SUV,2000.0,2026-01-16 22:52:04
Mitsubishi_Eclipse_2025_Benzine_Automatic_SUV_1500.0,Mitsubishi,Eclipse,2025,Benzine,Automatic,SUV,1500.0,2026-01-16 22:52:17
Daewoo_Lanos_2006_Benzine_Automatic_Sedan_1500.0,Daewoo,Lanos,2006,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:52:35
Speranza_A113_2010_Benzine_Manual_Hatchback_1300.0,Speranza,A113,2010,Benzine,Manual,Hatchback,1300.0,2026-01-16 22:52:47
Suzuki_Swift_2026_Benzine_Automatic_SUV_1400.0,Suzuki,Swift,2026,Benzine,Automatic,SUV,1400.0,2026-01-16 22:53:04
Land Rover_Range Rover Sport_2020_Benzine_Automatic_SUV_3000.0,Land Rover,Range Rover Sport,2020,Benzine,Automatic,SUV,3000.0,2026-01-16 22:53:23
Fiat_128_1997_Benzine_Manual_Sedan_1300.0,Fiat,128,1997,Benzine,Manual,Sedan,1300.0,2026-01-16 22:53:41
Mitsubishi_Lancer_2007_Benzine_Automatic_Sedan_1600.0,Mitsubishi,Lancer,2007,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:53:56
Mercedes-Benz_S320_1993_Benzine_Automatic_Sedan_3000.0,Mercedes-Benz,S320,1993,Benzine,Automatic,Sedan,3000.0,2026-01-16 22:54:09
BMW_523_1998_Benzine_Automatic_Sedan_2500.0,BMW,523,1998,Benzine,Automatic,Sedan,2500.0,2026-01-16 22:55:00
Subaru_Impreza_2009_Benzine_Automatic_Sedan_1500.0,Subaru,Impreza,2009,Benzine,Automatic,Sedan,1500.0,2026-01-16 22:55:12
Opel_Astra_2001_Benzine_Automatic_Sedan_1600.0,Opel,Astra,2001,Benzine,Automatic,Sedan,1600.0,2026-01-16 22:55:22
Renault_Duster_2022_Benzine_Automatic_SUV_nan,Renault,Duster,2022,Benzine,Automatic,SUV,,2026-01-16 22:55:40
